Transaction_Date,Store_ID,RewardsID,Prod_Num,Sale_Amount,Month,Store_Location,State,Territory_Manager,Region,Region_Director,Product,CategoryID,SubcategoryID,Category,cust_id,date,time,name,email,phone,sms_opt_out
2023-11-07,838,,105404-M,19.48,2023-11,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Desk Organizer (Black),130,130-off,Apparel and Merchandise,,,,,,,
2023-11-07,838,,105546-T,212.32,2023-11,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Medical Terminology,100,100-hea,Textbooks,,,,,,,
2023-11-07,838,,105418-B,20.36,2023-11,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,The Life-Changing Magic of Tidying Up,125,125-non,Books (General),,,,,,,
2023-11-07,839,,105499-M,12.3,2023-11,Vineland,New Jersey,Miami Vue,Northeast,Michael Jarvis,"LTCA Year Up Picture Frame (Wooden, 8x10)",130,130-hom,Apparel and Merchandise,,,,,,,
2023-11-08,818,,105415-A,61.14,2023-11,Bangor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Strathmore Sketch Pad (9x12 inches),115,115-ske,Art Supplies,,,,,,,
2023-11-08,819,,105373-T,88.42,2023-11,Bar Harbor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,English as a Second Language,100,100-lan,Textbooks,,,,,,,
2023-11-08,819,,105560-M,8.0,2023-11,Bar Harbor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,LTCA Year Up Mechanical Pencil (Pack of 2),130,130-off,Apparel and Merchandise,,,,,,,
2023-11-08,819,,105727-M,50.96,2023-11,Bar Harbor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,LTCA Year Up Quarter-Zip Sweatshirt (Maroon),130,130-clo,Apparel and Merchandise,,,,,,,
2023-11-08,820,78.0,105832-S,14.32,2023-11,Kennebunkport,Maine,Erbayne Middleton,Northeast,Michael Jarvis,"HP Premium32 Printer Paper (32 lb, 500 Sheets)",110,110-pap,Stationery and Supplies,78.0,2023-04-12,17:20:45,Saul B.,saul@cia.gov,202-555-9103,Y
2023-11-08,821,,105477-S,7.85,2023-11,Lewiston,Maine,Erbayne Middleton,Northeast,Michael Jarvis,"Staples Standard Staples (5,000 Pack)",110,110-des,Stationery and Supplies,,,,,,,
2023-11-08,822,,105720-A,4.0,2023-11,Orono,Maine,Erbayne Middleton,Northeast,Michael Jarvis,"Stretched Canvas (16x20 inches, Pack of 2)",115,115-mis,Art Supplies,,,,,,,
2023-11-08,824,438.0,105340-IT,1291.71,2023-11,Atlantic City,New Jersey,Miami Vue,Northeast,Michael Jarvis,Chromebook Pixelbook Go,120,120-lap,Technology & Accessories,438.0,2024-03-24,15:00:50,Estelle C.,estelle@vandelayindustries.com,212-555-2407,N
2023-11-08,824,,105574-A,13.13,2023-11,Atlantic City,New Jersey,Miami Vue,Northeast,Michael Jarvis,Princeton Velvetouch Mixed-Media Brushes (Set of 4),115,115-pai,Art Supplies,,,,,,,
2023-11-08,824,,105720-A,4.0,2023-11,Atlantic City,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Stretched Canvas (16x20 inches, Pack of 2)",115,115-mis,Art Supplies,,,,,,,
2023-11-08,825,,105456-T,60.72,2023-11,Bayonne,New Jersey,Miami Vue,Northeast,Michael Jarvis,Japanese for Travelers,100,100-lan,Textbooks,,,,,,,
2023-11-08,825,,105716-S,12.7,2023-11,Bayonne,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Moleskine Weekly Planner (2024, Black)",110,110-pla,Stationery and Supplies,,,,,,,
2023-11-08,826,,105788-A,57.12,2023-11,Cape May,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Faber-Castell Pitt Artist Pens (Set of 12, Black)",115,115-dra,Art Supplies,,,,,,,
2023-11-08,827,,105260-IT,652.9,2023-11,Clifton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Acer Enduro Urban T1,120,120-tab,Technology & Accessories,,,,,,,
2023-11-08,827,,105679-T,134.8,2023-11,Clifton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Physical Therapy Principles,100,100-hea,Textbooks,,,,,,,
2023-11-08,828,,105498-M,39.72,2023-11,East Orange,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Laptop Sleeve (13-inch),130,130-acc,Apparel and Merchandise,,,,,,,
2023-11-08,829,,105559-S,10.16,2023-11,Hackensack,New Jersey,Miami Vue,Northeast,Michael Jarvis,Artist Paintbrush Set (Pack of 10),110,110-art,Stationery and Supplies,,,,,,,
2023-11-08,829,,105537-B,24.28,2023-11,Hackensack,New Jersey,Miami Vue,Northeast,Michael Jarvis,Meditations,125,125-non,Books (General),,,,,,,
2023-11-08,830,,105700-IT,131.07,2023-11,Hoboken,New Jersey,Miami Vue,Northeast,Michael Jarvis,Turtle Beach Stealth 700 Gen 2,120,120-hea,Technology & Accessories,,,,,,,
2023-11-08,830,,105606-M,27.52,2023-11,Hoboken,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Frisbee (Flying Disc),130,130-spo,Apparel and Merchandise,,,,,,,
2023-11-08,831,,105622-T,52.9,2023-11,Jersey City,New Jersey,Miami Vue,Northeast,Michael Jarvis,GMAT Study Guide,100,100-exa,Textbooks,,,,,,,
2023-11-08,831,,105506-B,17.7,2023-11,Jersey City,New Jersey,Miami Vue,Northeast,Michael Jarvis,To Kill a Mockingbird,125,125-fic,Books (General),,,,,,,
2023-11-08,832,,105396-S,17.7,2023-11,Montclair,New Jersey,Miami Vue,Northeast,Michael Jarvis,Erin Condren LifePlanner (Vertical Layout),110,110-pla,Stationery and Supplies,,,,,,,
2023-11-08,833,,105478-B,17.7,2023-11,Morristown,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Girl, Wash Your Face",125,125-non,Books (General),,,,,,,
2023-11-08,833,,105349-M,8.0,2023-11,Morristown,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Gel Pen (Pack of 2),130,130-off,Apparel and Merchandise,,,,,,,
2023-11-08,833,,105689-S,10.16,2023-11,Morristown,New Jersey,Miami Vue,Northeast,Michael Jarvis,Sticky Flags for Page Marking (Assorted Colors),110,110-pap,Stationery and Supplies,,,,,,,
2023-11-08,834,,105793-B,19.36,2023-11,New Brunswick,New Jersey,Miami Vue,Northeast,Michael Jarvis,Catching Fire,125,125-fic,Books (General),,,,,,,
2023-11-08,834,,105478-B,17.7,2023-11,New Brunswick,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Girl, Wash Your Face",125,125-non,Books (General),,,,,,,
2023-11-08,835,,105530-B,20.36,2023-11,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,Where the Crawdads Sing,125,125-fic,Books (General),,,,,,,
2023-11-08,836,,105831-B,20.36,2023-11,Passaic,New Jersey,Miami Vue,Northeast,Michael Jarvis,The Power of Habit,125,125-non,Books (General),,,,,,,
2023-11-08,838,,105672-B,26.52,2023-11,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,A Brief History of Time,125,125-non,Books (General),,,,,,,
2023-11-08,838,,105632-T,217.34,2023-11,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Community Health,100,100-mis,Textbooks,,,,,,,
2023-11-08,838,,105778-A,34.64,2023-11,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Daniel Smith Extra Fine Watercolors (6-Tube Set),115,115-pai,Art Supplies,,,,,,,
2023-11-08,839,,105341-IT,1763.7,2023-11,Vineland,New Jersey,Miami Vue,Northeast,Michael Jarvis,MSI Creator Z16,120,120-lap,Technology & Accessories,,,,,,,
2023-11-08,839,,105588-S,9.45,2023-11,Vineland,New Jersey,Miami Vue,Northeast,Michael Jarvis,Pilot G2 Retractable Gel Pens (Black),110,110-wri,Stationery and Supplies,,,,,,,
2023-11-09,821,,105542-A,12.3,2023-11,Lewiston,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Elmers Glue-All (16 oz),115,110-adh,Art Supplies,,,,,,,
2023-11-09,822,,105344-IT,265.07,2023-11,Orono,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Grammarly Premium,120,120-sof,Technology & Accessories,,,,,,,
2023-11-09,822,,105631-A,6.0,2023-11,Orono,Maine,Erbayne Middleton,Northeast,Michael Jarvis,"Canvas Panels (Pack of 10, 8x10 inches)",115,115-mis,Art Supplies,,,,,,,
2023-11-09,824,,105424-T,192.26,2023-11,Atlantic City,New Jersey,Miami Vue,Northeast,Michael Jarvis,Organic Chemistry I,100,100-sci,Textbooks,,,,,,,
2023-11-09,825,,105263-IT,379.4,2023-11,Bayonne,New Jersey,Miami Vue,Northeast,Michael Jarvis,Casio fx-9750GII,120,120-cal,Technology & Accessories,,,,,,,
2023-11-09,825,,105852-S,4.24,2023-11,Bayonne,New Jersey,Miami Vue,Northeast,Michael Jarvis,Elmers Washable School Glue (4 oz),110,110-adh,Stationery and Supplies,,,,,,,
2023-11-09,826,,105281-IT,238.56,2023-11,Cape May,New Jersey,Miami Vue,Northeast,Michael Jarvis,AutoDesk AutoCAD,120,120-sof,Technology & Accessories,,,,,,,
2023-11-09,826,,105294-IT,108.33,2023-11,Cape May,New Jersey,Miami Vue,Northeast,Michael Jarvis,Samsung Galaxy Buds 2 Pro,120,120-hea,Technology & Accessories,,,,,,,
2023-11-09,827,,105282-IT,237.28,2023-11,Clifton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Microsoft Office 365,120,120-sof,Technology & Accessories,,,,,,,
2023-11-09,827,,105485-T,205.8,2023-11,Clifton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Microeconomics: An Introduction,100,100-bus,Textbooks,,,,,,,
2023-11-09,828,,105327-IT,1257.12,2023-11,East Orange,New Jersey,Miami Vue,Northeast,Michael Jarvis,Lenovo ThinkPad X1 Carbon,120,120-lap,Technology & Accessories,,,,,,,
2023-11-09,830,,105622-T,52.9,2023-11,Hoboken,New Jersey,Miami Vue,Northeast,Michael Jarvis,GMAT Study Guide,100,100-exa,Textbooks,,,,,,,
2023-11-09,830,,105591-S,9.95,2023-11,Hoboken,New Jersey,Miami Vue,Northeast,Michael Jarvis,Swingline Standard Stapler (Black),110,110-des,Stationery and Supplies,,,,,,,
2023-11-09,831,,105252-IT,815.0,2023-11,Jersey City,New Jersey,Miami Vue,Northeast,Michael Jarvis,Microsoft Surface Pro 9,120,120-tab,Technology & Accessories,,,,,,,
2023-11-09,831,,105745-B,26.4,2023-11,Jersey City,New Jersey,Miami Vue,Northeast,Michael Jarvis,A Song of Ice and Fire: A Game of Thrones,125,125-fic,Books (General),,,,,,,
2023-11-09,832,,105252-IT,815.0,2023-11,Montclair,New Jersey,Miami Vue,Northeast,Michael Jarvis,Microsoft Surface Pro 9,120,120-tab,Technology & Accessories,,,,,,,
2023-11-09,832,,105616-S,19.36,2023-11,Montclair,New Jersey,Miami Vue,Northeast,Michael Jarvis,Acrylic Paint Set (Set of 12 Tubes),110,110-art,Stationery and Supplies,,,,,,,
2023-11-09,833,,105283-IT,237.28,2023-11,Morristown,New Jersey,Miami Vue,Northeast,Michael Jarvis,Adobe Creative Cloud Suite,120,120-sof,Technology & Accessories,,,,,,,
2023-11-09,833,,105537-B,24.28,2023-11,Morristown,New Jersey,Miami Vue,Northeast,Michael Jarvis,Meditations,125,125-non,Books (General),,,,,,,
2023-11-09,834,,105441-S,7.85,2023-11,New Brunswick,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Bic Cristal Ballpoint Pens (Black, Pack of 10)",110,110-wri,Stationery and Supplies,,,,,,,
2023-11-09,834,,105380-M,28.92,2023-11,New Brunswick,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Beanie Hat (Gray),130,130-hat,Apparel and Merchandise,,,,,,,
2023-11-09,834,,105521-M,24.2,2023-11,New Brunswick,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Passport Holder (Leather),130,130-acc,Apparel and Merchandise,,,,,,,
2023-11-09,834,,105561-S,20.36,2023-11,New Brunswick,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Moleskine Classic Hardcover Notebook (Grid, Red)",110,110-not,Stationery and Supplies,,,,,,,
2023-11-09,836,,105380-M,28.92,2023-11,Passaic,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Beanie Hat (Gray),130,130-hat,Apparel and Merchandise,,,,,,,
2023-11-09,838,,105360-T,188.2,2023-11,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Fluid Mechanics,100,100-eng,Textbooks,,,,,,,
2023-11-09,838,,105809-S,9.95,2023-11,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Pentel EnerGel Deluxe Retractable Pens (Blue),110,110-wri,Stationery and Supplies,,,,,,,
2023-11-09,839,,105540-IT,69.11,2023-11,Vineland,New Jersey,Miami Vue,Northeast,Michael Jarvis,Razer DeathAdder V2 Mouse,120,120-ext,Technology & Accessories,,,,,,,
2023-11-10,818,,105751-M,26.52,2023-11,Bangor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,LTCA Year Up Soccer Ball (Regulation Size),130,130-spo,Apparel and Merchandise,,,,,,,
2023-11-10,819,,105566-A,39.72,2023-11,Bar Harbor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Liquitex Basics Acrylic Paint Set (48 Tubes),115,115-pai,Art Supplies,,,,,,,
2023-11-10,820,,105475-M,29.3,2023-11,Kennebunkport,Maine,Erbayne Middleton,Northeast,Michael Jarvis,LTCA Year Up Insulated Thermos,130,130-spo,Apparel and Merchandise,,,,,,,
2023-11-10,821,,105472-S,6.02,2023-11,Lewiston,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Acrylic Desk Organizer Tray Set,110,110-des,Stationery and Supplies,,,,,,,
2023-11-10,821,,105673-T,232.4,2023-11,Lewiston,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Anatomy and Physiology,100,100-sci,Textbooks,,,,,,,
2023-11-10,821,,105392-T,187.25,2023-11,Lewiston,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Computer Programming: A Practical Introduction,100,100-eng,Textbooks,,,,,,,
2023-11-10,822,,105602-S,8.45,2023-11,Orono,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Fiskars Softgrip Craft Scissors (5-inch),110,110-des,Stationery and Supplies,,,,,,,
2023-11-10,822,,105533-M,26.4,2023-11,Orono,Maine,Erbayne Middleton,Northeast,Michael Jarvis,LTCA Year Up Picnic Blanket,130,130-spo,Apparel and Merchandise,,,,,,,
2023-11-10,822,,105446-B,12.7,2023-11,Orono,Maine,Erbayne Middleton,Northeast,Michael Jarvis,The Omnivores Dilemma,125,125-non,Books (General),,,,,,,
2023-11-10,823,,105291-IT,114.71,2023-11,South Portland,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Anker Soundcore Life Q30,120,120-hea,Technology & Accessories,,,,,,,
2023-11-10,823,,105721-B,29.3,2023-11,South Portland,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Strunk and Whites Elements of Style,125,125-ref,Books (General),,,,,,,
2023-11-10,825,,105752-T,171.9,2023-11,Bayonne,New Jersey,Miami Vue,Northeast,Michael Jarvis,Art History: The Renaissance to Modernism,100,100-hum,Textbooks,,,,,,,
2023-11-10,825,,105572-B,24.28,2023-11,Bayonne,New Jersey,Miami Vue,Northeast,Michael Jarvis,Mans Search for Meaning,125,125-non,Books (General),,,,,,,
2023-11-10,825,,105579-B,74.28,2023-11,Bayonne,New Jersey,Miami Vue,Northeast,Michael Jarvis,Test Prep Workbook for GED,125,125-stu,Books (General),,,,,,,
2023-11-10,827,209.0,105489-S,2.4,2023-11,Clifton,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Binder Clips (Assorted Sizes, Pack of 36)",110,110-org,Stationery and Supplies,209.0,2023-05-12,20:30:00,Vivian Banks,auntviv@banksresidence.la,310-555-1404,N
2023-11-10,827,,105391-T,205.8,2023-11,Clifton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Clinical Anatomy,100,100-hea,Textbooks,,,,,,,
2023-11-10,827,,105361-M,59.58,2023-11,Clifton,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Pullover Hoodie (Black),130,130-clo,Apparel and Merchandise,,,,,,,
2023-11-10,829,,105666-A,27.61,2023-11,Hackensack,New Jersey,Miami Vue,Northeast,Michael Jarvis,Crayola Glitter Glue (Set of 9),115,115-kid,Art Supplies,,,,,,,
2023-11-10,830,,105622-T,52.9,2023-11,Hoboken,New Jersey,Miami Vue,Northeast,Michael Jarvis,GMAT Study Guide,100,100-exa,Textbooks,,,,,,,
2023-11-10,831,,105456-T,60.72,2023-11,Jersey City,New Jersey,Miami Vue,Northeast,Michael Jarvis,Japanese for Travelers,100,100-lan,Textbooks,,,,,,,
2023-11-10,831,,105825-S,9.09,2023-11,Jersey City,New Jersey,Miami Vue,Northeast,Michael Jarvis,Staedtler White Vinyl Erasers (Pack of 4),110,110-pen,Stationery and Supplies,,,,,,,
2023-11-10,833,,105440-M,57.7,2023-11,Morristown,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Full-Zip Hoodie (Charcoal Gray),130,130-clo,Apparel and Merchandise,,,,,,,
2023-11-10,834,,105511-M,24.33,2023-11,New Brunswick,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Throw Pillow (Navy and Gold Logo),130,130-hom,Apparel and Merchandise,,,,,,,
2023-11-10,835,,105316-IT,33.13,2023-11,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,ASUS USB-C 65W Charger,120,120-cha,Technology & Accessories,,,,,,,
2023-11-10,835,,105327-IT,1257.12,2023-11,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,Lenovo ThinkPad X1 Carbon,120,120-lap,Technology & Accessories,,,,,,,
2023-11-10,835,,105549-S,4.32,2023-11,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,BIC Xtra-Smooth Mechanical Pencils (0,110,110-pen,Stationery and Supplies,,,,,,,
2023-11-10,836,,105303-IT,76.86,2023-11,Passaic,New Jersey,Miami Vue,Northeast,Michael Jarvis,RODE NT-USB Mini Microphone,120,120-ext,Technology & Accessories,,,,,,,
2023-11-10,836,,105418-B,20.36,2023-11,Passaic,New Jersey,Miami Vue,Northeast,Michael Jarvis,The Life-Changing Magic of Tidying Up,125,125-non,Books (General),,,,,,,
2023-11-10,838,,105815-IT,903.9,2023-11,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Xiaomi Pad 5 Pro,120,120-tab,Technology & Accessories,,,,,,,
2023-11-10,838,,105446-B,12.7,2023-11,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,The Omnivores Dilemma,125,125-non,Books (General),,,,,,,
2023-11-10,839,,105374-B,20.36,2023-11,Vineland,New Jersey,Miami Vue,Northeast,Michael Jarvis,The Hobbit,125,125-fic,Books (General),,,,,,,
2023-11-11,818,,105620-M,24.28,2023-11,Bangor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,LTCA Year Up Umbrella (Golf Style),130,130-acc,Apparel and Merchandise,,,,,,,
2023-11-11,819,,105255-IT,771.36,2023-11,Bar Harbor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Lenovo Yoga Smart Tab,120,120-tab,Technology & Accessories,,,,,,,
2023-11-11,820,,105426-M,10.1,2023-11,Kennebunkport,Maine,Erbayne Middleton,Northeast,Michael Jarvis,"LTCA Year Up Coffee Mug (Ceramic, Black)",130,130-acc,Apparel and Merchandise,,,,,,,
2023-11-11,820,,105744-T,111.6,2023-11,Kennebunkport,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Sociolinguistics,100,100-lan,Textbooks,,,,,,,
2023-11-11,821,302.0,105766-T,111.9,2023-11,Lewiston,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Introduction to Mechanical Engineering,100,100-eng,Textbooks,302.0,2023-02-14,08:15:25,Buffy Summers,buffy@sunnydale.high,805-555-1101,N
2023-11-11,821,,105665-T,155.0,2023-11,Lewiston,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Operations Management,100,100-bus,Textbooks,,,,,,,
2023-11-11,822,,105706-T,244.9,2023-11,Orono,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Molecular Biology,100,100-sci,Textbooks,,,,,,,
2023-11-11,823,,105279-IT,272.24,2023-11,South Portland,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Evernote Premium,120,120-sof,Technology & Accessories,,,,,,,
2023-11-11,823,,105561-S,20.36,2023-11,South Portland,Maine,Erbayne Middleton,Northeast,Michael Jarvis,"Moleskine Classic Hardcover Notebook (Grid, Red)",110,110-not,Stationery and Supplies,,,,,,,
2023-11-11,824,,105340-IT,1291.71,2023-11,Atlantic City,New Jersey,Miami Vue,Northeast,Michael Jarvis,Chromebook Pixelbook Go,120,120-lap,Technology & Accessories,,,,,,,
2023-11-11,825,,105472-S,6.02,2023-11,Bayonne,New Jersey,Miami Vue,Northeast,Michael Jarvis,Acrylic Desk Organizer Tray Set,110,110-des,Stationery and Supplies,,,,,,,
2023-11-11,826,,105509-A,12.0,2023-11,Cape May,New Jersey,Miami Vue,Northeast,Michael Jarvis,Pilot Parallel Pen Calligraphy Set,115,115-cal,Art Supplies,,,,,,,
2023-11-11,826,,105861-T,116.2,2023-11,Cape May,New Jersey,Miami Vue,Northeast,Michael Jarvis,Spanish for Beginners,100,100-lan,Textbooks,,,,,,,
2023-11-11,827,,105615-B,28.92,2023-11,Clifton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Harry Potter and the Sorcerers Stone,125,125-fic,Books (General),,,,,,,
2023-11-11,827,,105725-M,23.44,2023-11,Clifton,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Lanyard (Black),130,130-acc,Apparel and Merchandise,,,,,,,
2023-11-11,828,,105439-M,48.0,2023-11,East Orange,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Bluetooth Speaker (Portable),130,130-tec,Apparel and Merchandise,,,,,,,
2023-11-11,828,,105531-A,57.7,2023-11,East Orange,New Jersey,Miami Vue,Northeast,Michael Jarvis,Tombow Dual Brush Pens (Set of 20),115,115-dra,Art Supplies,,,,,,,
2023-11-11,829,,105836-A,57.7,2023-11,Hackensack,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Sakura Pigma Micron Pens (Set of 8, Black)",115,115-dra,Art Supplies,,,,,,,
2023-11-11,830,,105713-S,12.4,2023-11,Hoboken,New Jersey,Miami Vue,Northeast,Michael Jarvis,Elastic Book Bands (Set of 3),110,110-mis,Stationery and Supplies,,,,,,,
2023-11-11,830,,105622-T,52.9,2023-11,Hoboken,New Jersey,Miami Vue,Northeast,Michael Jarvis,GMAT Study Guide,100,100-exa,Textbooks,,,,,,,
2023-11-11,830,,105798-B,15.24,2023-11,Hoboken,New Jersey,Miami Vue,Northeast,Michael Jarvis,In Defense of Food,125,125-non,Books (General),,,,,,,
2023-11-11,831,,105303-IT,76.86,2023-11,Jersey City,New Jersey,Miami Vue,Northeast,Michael Jarvis,RODE NT-USB Mini Microphone,120,120-ext,Technology & Accessories,,,,,,,
2023-11-11,832,,105256-IT,752.82,2023-11,Montclair,New Jersey,Miami Vue,Northeast,Michael Jarvis,ASUS Vivobook 13 Slate OLED,120,120-tab,Technology & Accessories,,,,,,,
2023-11-11,832,,105252-IT,815.0,2023-11,Montclair,New Jersey,Miami Vue,Northeast,Michael Jarvis,Microsoft Surface Pro 9,120,120-tab,Technology & Accessories,,,,,,,
2023-11-11,832,,105831-B,20.36,2023-11,Montclair,New Jersey,Miami Vue,Northeast,Michael Jarvis,The Power of Habit,125,125-non,Books (General),,,,,,,
2023-11-11,832,,105552-S,7.85,2023-11,Montclair,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Washi Tape (Assorted Patterns, Set of 10 Rolls)",110,110-adh,Stationery and Supplies,,,,,,,
2023-11-11,833,,105293-IT,113.43,2023-11,Morristown,New Jersey,Miami Vue,Northeast,Michael Jarvis,Skullcandy Crusher Evo,120,120-hea,Technology & Accessories,,,,,,,
2023-11-11,833,,105479-A,20.36,2023-11,Morristown,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Arches Watercolor Paper (Hot Pressed, 10x14 inches)",115,115-ske,Art Supplies,,,,,,,
2023-11-11,834,,105453-T,159.58,2023-11,New Brunswick,New Jersey,Miami Vue,Northeast,Michael Jarvis,Organizational Behavior,100,100-bus,Textbooks,,,,,,,
2023-11-11,834,,105356-S,13.13,2023-11,New Brunswick,New Jersey,Miami Vue,Northeast,Michael Jarvis,X-Acto Precision Knife with Blade Refills,110,110-art,Stationery and Supplies,,,,,,,
2023-11-11,835,,105331-IT,1294.3,2023-11,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,Acer Chromebook Spin 713,120,120-lap,Technology & Accessories,,,,,,,
2023-11-11,835,,105414-S,6.02,2023-11,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Stabilo Boss Original Highlighters (Fluorescent, Pack of 6)",110,110-wri,Stationery and Supplies,,,,,,,
2023-11-11,836,,105381-M,55.0,2023-11,Passaic,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Long-Sleeve Tee (Gray),130,130-clo,Apparel and Merchandise,,,,,,,
2023-11-11,838,,105488-T,164.2,2023-11,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,American Literature: A Survey,100,100-hum,Textbooks,,,,,,,
2023-11-11,838,,105651-S,9.09,2023-11,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Field Notes Original Kraft Memo Books (3-Pack),110,110-not,Stationery and Supplies,,,,,,,
2023-11-11,838,,105622-T,52.9,2023-11,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,GMAT Study Guide,100,100-exa,Textbooks,,,,,,,
2023-11-11,838,131.0,105413-A,57.7,2023-11,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Sharpie Fine Point Markers (Set of 24),115,115-dra,Art Supplies,131.0,2023-08-30,11:35:35,Elizabeth W.,elizabeth@generalhospital.med,716-555-9606,N
2023-11-11,839,,105465-A,23.44,2023-11,Vineland,New Jersey,Miami Vue,Northeast,Michael Jarvis,Artify Professional Oil Paint Brush Set (15 Brushes),115,115-pai,Art Supplies,,,,,,,
2023-11-12,818,,105384-A,23.44,2023-11,Bangor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Silver Brush Limited Ruby Satin Brushes (Set of 6),115,115-pai,Art Supplies,,,,,,,
2023-11-12,819,,105260-IT,652.9,2023-11,Bar Harbor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Acer Enduro Urban T1,120,120-tab,Technology & Accessories,,,,,,,
2023-11-12,819,,105345-IT,120.82,2023-11,Bar Harbor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Razer Kraken X,120,120-hea,Technology & Accessories,,,,,,,
2023-11-12,819,,105533-M,26.4,2023-11,Bar Harbor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,LTCA Year Up Picnic Blanket,130,130-spo,Apparel and Merchandise,,,,,,,
2023-11-12,820,163.0,105420-S,20.36,2023-11,Kennebunkport,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Wall-Mounted Dry Erase Board (18x24 inches),110,110-org,Stationery and Supplies,163.0,2023-04-13,19:05:00,Commissioner Halperin,halperin@lapd.gov,213-555-9908,N
2023-11-12,820,,105356-S,13.13,2023-11,Kennebunkport,Maine,Erbayne Middleton,Northeast,Michael Jarvis,X-Acto Precision Knife with Blade Refills,110,110-art,Stationery and Supplies,,,,,,,
