State,RewardsID,name,email,Total_Customer_Revenue,Customer_Rank
New Jersey,334.0,James Ford,sawyer@dharma.initiative,786.9200000000001,257.0
New Jersey,512.0,Phineas Flynn,phineas@danvillekids.com,786.63,258.0
New Jersey,50.0,Creed,creed@dundermifflin.com,782.95,259.0
New Jersey,337.0,Sayid Jarrah,sayid@dharma.initiative,781.69,260.0
New Jersey,139.0,Ashley A.,ashley@genoa.city,778.4300000000001,261.0
New Jersey,498.0,Marion Strong,marion@ricardoproductions.tv,774.41,262.0
New Jersey,507.0,Plankton,plankton@bikinibottom.net,773.49,263.0
New Jersey,131.0,Elizabeth W.,elizabeth@generalhospital.med,767.93,264.0
New Jersey,86.0,Will Truman,will@willandgrace.nyc,767.0,265.0
New Jersey,102.0,Jodie L.,jodie@lawndale.high,762.67,266.0
New Jersey,271.0,Maeby F.,maeby@bluthcompany.biz,760.98,267.0
New Jersey,370.0,Eugene O.,eugene@nevermore.academy,754.41,268.0
New Jersey,113.0,Mort,mort@bobsburgers.rest,752.1,269.0
New Jersey,276.0,Angela Abar,sisternight@keenecounty.police,745.42,270.0
New Jersey,406.0,Connor Roy,connor@waystarroyco.com,743.37,271.0
New Jersey,277.0,Laurie Blake,laurie@keenecounty.police,742.89,272.0
New Jersey,87.0,Grace Adler,grace@willandgrace.nyc,742.46,273.0
New Jersey,120.0,Daniel Tiger,daniel@neighborhood.org,742.1700000000001,274.0
New Jersey,214.0,Nicky B.,nicky@banksresidence.la,741.76,275.0
New Jersey,382.0,Liz Lemon,liz@tgs.nbc,736.0699999999999,276.0
New Jersey,3.0,Monica Geller,chefmonica@centralperk.coffee,732.32,277.0
New Jersey,394.0,Blanche Devereaux,blanche@goldengirls.house,731.07,278.0
New Jersey,447.0,Stanford Blatch,stanford@manhattan.nyc,722.64,279.0
New Jersey,141.0,Sharon N.,sharon@genoa.city,707.37,280.0
New Jersey,164.0,Dr. Ray Flemming,flemming@lapd.gov,705.24,281.0
New Jersey,106.0,Bob Belcher,bob@bobsburgers.rest,696.98,282.0
New Jersey,479.0,Dr. Melfi,melfi@northjersey.net,689.52,283.0
New Jersey,393.0,Rose Nylund,rose@goldengirls.house,686.02,284.0
New Jersey,303.0,Willow R.,willow@sunnydale.high,682.1700000000001,285.0
New Jersey,39.0,Chief Wiggum,wiggum@springfield.power,680.74,286.0
New Jersey,128.0,Sonny Corinthos,sonny@generalhospital.med,673.47,287.0
New Jersey,176.0,Martin Payne,martin@wzhup.det,660.63,288.0
New Jersey,495.0,Fred Mertz,fred@ricardoproductions.tv,659.99,289.0
New Jersey,481.0,Adriana La Cerva,adriana@northjersey.net,659.13,290.0
New Jersey,148.0,Potsie W.,potsie@arnoldsdrivein.diner,657.72,291.0
New Jersey,436.0,Newman,newman@vandelayindustries.com,656.7900000000001,292.0
New Jersey,79.0,Peter Quinn,quinn@cia.gov,649.07,293.0
New Jersey,200.0,Animal,animal@muppetstudios.com,648.2900000000001,294.0
New Jersey,333.0,Kate Austen,kate@dharma.initiative,640.86,295.0
New Jersey,27.0,J. Lannister,kingslayer@westeros.kingdom,640.74,296.0
New Jersey,210.0,Hilary B.,hilary@banksresidence.la,639.9200000000001,297.0
New Jersey,172.0,Bibby,bibby@paperboi.atl,639.37,298.0
New Jersey,296.0,Benjamin Sisko,sisko@ds9.starfleet,638.22,299.0
New Jersey,417.0,Bert,bert@sesamestreet.org,635.74,300.0
New Jersey,338.0,Claire Littleton,claire@dharma.initiative,628.62,301.0
New Jersey,28.0,Bran Stark,threeeyedraven@westeros.kingdom,623.77,302.0
New Jersey,243.0,Dayanara Diaz,daya@litchfield.pen,621.3,303.0
New Jersey,390.0,Dot Com,dotcom@tgs.nbc,616.28,304.0
New Jersey,367.0,Enid Sinclair,enid@nevermore.academy,607.8100000000001,305.0
New Jersey,110.0,Louise B.,louise@bobsburgers.rest,598.4,306.0
New Jersey,421.0,Rosita,rosita@sesamestreet.org,595.52,307.0
New Jersey,383.0,Jack Donaghy,jack@tgs.nbc,593.88,308.0
New Jersey,40.0,Milhouse,milhouse@springfield.power,593.64,309.0
New Jersey,429.0,Lilith S.,lilith@cheers.bar,593.33,310.0
New Jersey,203.0,Statler,statler@muppetstudios.com,585.51,311.0
New Jersey,457.0,Skyler White,skyler@lospolloshermanos.biz,577.95,312.0
New Jersey,187.0,Fitzgerald Grant,fitz@oliviapopeandassociates.com,575.61,313.0
New Jersey,445.0,Samantha Jones,samantha@manhattan.nyc,570.41,314.0
New Jersey,244.0,Sophia Burset,sophia@litchfield.pen,568.71,315.0
New Jersey,434.0,Elaine Benes,elaine@vandelayindustries.com,563.33,316.0
New Jersey,411.0,Frank Vernon,frank@waystarroyco.com,560.99,317.0
New Jersey,38.0,Krusty,krusty@springfield.power,556.82,318.0
New Jersey,332.0,Jack Shephard,jack@dharma.initiative,551.75,319.0
New Jersey,241.0,Red Reznikov,red@litchfield.pen,548.51,320.0
New Jersey,376.0,Toby Ziegler,toby@westwing.gov,544.29,321.0
New Jersey,107.0,Linda B.,linda@bobsburgers.rest,540.58,322.0
New Jersey,206.0,Will Smith,will@banksresidence.la,539.61,323.0
New Jersey,193.0,David Rosen,david@oliviapopeandassociates.com,539.01,324.0
New Jersey,160.0,Captain Sampson,sampson@lapd.gov,538.66,325.0
New Jersey,97.0,Jane Lane,jane@lawndale.high,537.87,326.0
New Jersey,450.0,Aidan Shaw,aidan@manhattan.nyc,537.74,327.0
New Jersey,226.0,Dexter Morgan,dexter@miamimetro.gov,537.7,328.0
New Jersey,381.0,Will Bailey,will@westwing.gov,530.58,329.0
New Jersey,49.0,Oscar M.,oscar@dundermifflin.com,529.38,330.0
New Jersey,134.0,Maxie Jones,maxie@generalhospital.med,526.33,331.0
New Jersey,294.0,Tasha Yar,tasha@enterprise.starfleet,515.59,332.0
New Jersey,174.0,Cristian,cristian@paperboi.atl,506.06,333.0
New Jersey,35.0,Maggie,maggie@springfield.power,505.93,334.0
New Jersey,319.0,River Tam,river@serenity.ship,502.35,335.0
New Jersey,67.0,Britta P.,britta@greendale.edu,501.76,336.0
New Jersey,5.0,Joey,howyoudoing@centralperk.coffee,500.36,337.0
New Jersey,168.0,Darius,darius@paperboi.atl,498.84000000000003,338.0
New Jersey,144.0,Victoria N.,victoria@genoa.city,497.93999999999994,339.0
New Jersey,279.0,Adrian Veidt,ozymandias@keenecounty.police,496.68,340.0
New Jersey,422.0,Sam Malone,sam@cheers.bar,496.3,341.0
New Jersey,399.0,Harry Weston,harry@goldengirls.house,494.08000000000004,342.0
New Jersey,122.0,Henrietta Pussycat,meow@neighborhood.org,487.31,343.0
New Jersey,291.0,Deanna Troi,troi@enterprise.starfleet,483.19,344.0
New Jersey,135.0,Anna Devane,anna@generalhospital.med,483.16,345.0
New Jersey,224.0,Jackson Avery,jackson@seattlegrace.med,482.72,346.0
New Jersey,149.0,Ralph Malph,ralph@arnoldsdrivein.diner,479.2,347.0
New Jersey,181.0,Sheneneh,sheneneh@wzhup.det,472.15999999999997,348.0
New Jersey,509.0,Mrs. Puff,puff@bikinibottom.net,469.65000000000003,349.0
New Jersey,518.0,Baljeet,baljeet@danvillekids.com,467.90999999999997,350.0
New Jersey,213.0,Jazz,jazz@banksresidence.la,467.48,351.0
New Jersey,449.0,Harry Goldenblatt,harry@manhattan.nyc,465.40000000000003,352.0
New Jersey,502.0,SpongeBob SquarePants,spongebob@bikinibottom.net,465.05,353.0
New Jersey,503.0,Patrick Star,patrick@bikinibottom.net,464.51,354.0
New Jersey,233.0,Hannah McKay,hannah@miamimetro.gov,464.13,355.0
New Jersey,20.0,Lydia R.,lydia@lospolloshermanos.biz,463.99,356.0
New Jersey,182.0,Bruh-Man,bruhman@wzhup.det,463.28000000000003,357.0
New Jersey,331.0,Samantha M.,samantha@fbi.gov,457.40999999999997,358.0
New Jersey,520.0,Vanessa D.,vanessa@danvillekids.com,455.06,359.0
New Jersey,140.0,Phyllis S.,phyllis@genoa.city,452.5,360.0
New Jersey,308.0,Spike,spike@sunnydale.high,452.12,361.0
New Jersey,195.0,Marcus Walker,marcus@oliviapopeandassociates.com,451.44,362.0
New Jersey,15.0,H. Schrader,hank@lospolloshermanos.biz,446.31,363.0
New Jersey,452.0,Walter White,heisenberg@lospolloshermanos.biz,443.37,364.0
New Jersey,352.0,Dale Cooper,coop@twinpeaks.wa,438.89,365.0
New Jersey,496.0,Little Ricky,littlericky@ricardoproductions.tv,438.47,366.0
New Jersey,295.0,Guinan,guinan@enterprise.starfleet,437.16999999999996,367.0
New Jersey,211.0,Ashley B.,ashley@banksresidence.la,436.85,368.0
New Jersey,330.0,The Lone Gunmen,lonegunmen@fbi.gov,436.81000000000006,369.0
New Jersey,322.0,Fox Mulder,mulder@fbi.gov,436.79999999999995,370.0
New Jersey,513.0,Ferb Fletcher,ferb@danvillekids.com,434.46000000000004,371.0
New Jersey,358.0,James Hurley,james@twinpeaks.wa,425.86,372.0
New Jersey,478.0,AJ Soprano,aj@northjersey.net,425.28,373.0
New Jersey,218.0,Cristina Yang,cristina@seattlegrace.med,424.83,374.0
New Jersey,258.0,Mr. Peanutbutter,mrpb@hollywoo.net,421.31,375.0
New Jersey,264.0,Gina Cazador,gina@hollywoo.net,418.92,376.0
New Jersey,280.0,Cal Abar,cal@keenecounty.police,417.83000000000004,377.0
New Jersey,414.0,Cookie Monster,cookie@sesamestreet.org,416.09999999999997,378.0
New Jersey,112.0,Jimmy Pesto,jimmy@bobsburgers.rest,412.99,379.0
New Jersey,221.0,Miranda Bailey,bailey@seattlegrace.med,411.09000000000003,380.0
New Jersey,248.0,Tahani Al-Jamil,tahani@thegoodplace.afterlife,407.26,381.0
New Jersey,13.0,Skyler W.,skyler@lospolloshermanos.biz,407.05,382.0
New Jersey,355.0,Donna Hayward,donna@twinpeaks.wa,406.98,383.0
New Jersey,347.0,Lexi Howard,lexi@easthighland.high,403.13,384.0
New Jersey,70.0,Annie Edison,annie@greendale.edu,401.49,385.0
New Jersey,389.0,Cerie,cerie@tgs.nbc,399.27000000000004,386.0
New Jersey,136.0,Victor Newman,victor@genoa.city,398.97,387.0
New Jersey,229.0,Angel Batista,angel@miamimetro.gov,398.66,388.0
New Jersey,511.0,Pearl Krabs,pearl@bikinibottom.net,396.09,389.0
New Jersey,472.0,Tony Soprano,tony@northjersey.net,395.00999999999993,390.0
New Jersey,317.0,Inara Serra,inara@serenity.ship,394.6,391.0
New Jersey,325.0,Cigarette Smoking Man,csm@fbi.gov,393.3,392.0
New Jersey,162.0,Sergeant Kramer,kramer@lapd.gov,390.28000000000003,393.0
New Jersey,477.0,Meadow Soprano,meadow@northjersey.net,389.21,394.0
New Jersey,108.0,Tina B.,tina@bobsburgers.rest,388.03000000000003,395.0
New Jersey,60.0,Andy Dwyer,andy@pawnee.gov,384.74,396.0
New Jersey,231.0,Maria LaGuerta,maria@miamimetro.gov,379.97,397.0
New Jersey,351.0,Cal Jacobs,cal@easthighland.high,379.05,398.0
New Jersey,11.0,Walter White,heisenberg@lospolloshermanos.biz,377.26,399.0
New Jersey,155.0,Jenny Piccalo,jenny@arnoldsdrivein.diner,376.38,400.0
New Jersey,432.0,Jerry Seinfeld,jerry@vandelayindustries.com,374.90000000000003,401.0
New Jersey,497.0,Mrs. Trumbull,trumbull@ricardoproductions.tv,368.42999999999995,402.0
New Jersey,521.0,Linda Flynn-Fletcher,linda@danvillekids.com,367.88,403.0
New Jersey,7.0,Gunther,gunther@centralperk.coffee,359.42,404.0
New Jersey,373.0,Leo McGarry,leo@westwing.gov,358.95,405.0
New Jersey,425.0,Cliff Clavin,cliff@cheers.bar,357.33,406.0
New Jersey,311.0,Dawn Summers,dawn@sunnydale.high,355.69,407.0
New Jersey,252.0,Shawn,shawn@thegoodplace.afterlife,350.88,408.0
New Jersey,371.0,Principal Weems,weems@nevermore.academy,349.42,409.0
New Jersey,366.0,Uncle Fester,fester@nevermore.academy,347.0,410.0
New Jersey,372.0,Josiah Bartlet,president@westwing.gov,340.88,411.0
New Jersey,36.0,Ned Flanders,ned@springfield.power,339.22,412.0
New Jersey,459.0,Jimmy McGill,jimmy@lospolloshermanos.biz,338.33000000000004,413.0
New Jersey,177.0,Gina Waters,gina@wzhup.det,337.24,414.0
New Jersey,416.0,Grover,grover@sesamestreet.org,325.53,415.0
New Jersey,342.0,Rue Bennett,rue@easthighland.high,325.1,416.0
New Jersey,69.0,Troy Barnes,troy@greendale.edu,323.42,417.0
New Jersey,188.0,Mellie Grant,mellie@oliviapopeandassociates.com,319.25,418.0
New Jersey,1.0,Rachel,rachel@centralperk.coffee,318.88,419.0
New Jersey,379.0,Charlie Young,charlie@westwing.gov,314.29,420.0
New Jersey,22.0,Daenerys T.,dragonqueen@westeros.kingdom,313.74,421.0
New Jersey,85.0,Dar Adal,dar@cia.gov,313.43,422.0
New Jersey,395.0,Sophia Petrillo,sophia@goldengirls.house,313.39,423.0
New Jersey,442.0,Carrie Bradshaw,carrie@manhattan.nyc,311.58,424.0
New Jersey,318.0,Simon Tam,simon@serenity.ship,307.64,425.0
New Jersey,61.0,Jake P.,jake@nypd99.com,304.22,426.0
New Jersey,329.0,Deep Throat,deepthroat@fbi.gov,301.75,427.0
New Jersey,275.0,Ann Veal,her@bluthcompany.biz,299.52,428.0
New Jersey,298.0,Odo,odo@ds9.starfleet,299.35,429.0
New Jersey,154.0,Al Delvecchio,al@arnoldsdrivein.diner,297.45,430.0
New Jersey,2.0,R. Geller,rossg@centralperk.coffee,295.76,431.0
New Jersey,157.0,Sergeant Wilson,wilson@lapd.gov,288.44,432.0
New Jersey,260.0,Princess Carolyn,pc@hollywoo.net,287.04,433.0
New Jersey,62.0,Amy S.,amy@nypd99.com,286.63,434.0
New Jersey,257.0,Diane Nguyen,diane@hollywoo.net,283.48,435.0
New Jersey,474.0,Christopher Moltisanti,chrism@northjersey.net,282.27,436.0
New Jersey,433.0,George Costanza,george@vandelayindustries.com,274.89,437.0
New Jersey,246.0,Eleanor Shellstrop,eleanor@thegoodplace.afterlife,271.31,438.0
New Jersey,487.0,Betty Draper,betty@sterlingcooper.com,263.78999999999996,439.0
New Jersey,360.0,Leland Palmer,leland@twinpeaks.wa,262.4,440.0
New Jersey,105.0,Jake M.,jake@lawndale.high,261.99,441.0
New Jersey,183.0,Mama Payne,mama@wzhup.det,261.78,442.0
New Jersey,283.0,Joe Keene Jr.,keene@keenecounty.police,261.72,443.0
New Jersey,345.0,Maddy Perez,maddy@easthighland.high,260.02,444.0
New Jersey,300.0,Julian Bashir,bashir@ds9.starfleet,249.45,445.0
New Jersey,201.0,Rowlf,rowlf@muppetstudios.com,236.97000000000003,446.0
New Jersey,236.0,Piper Chapman,piper@litchfield.pen,236.56,447.0
New Jersey,132.0,Sam McCall,sam@generalhospital.med,236.52,448.0
New Jersey,357.0,Bobby Briggs,bobby@twinpeaks.wa,235.56,449.0
New Jersey,340.0,Jin Kwon,jin@dharma.initiative,234.98000000000002,450.0
New Jersey,91.0,Beverley L.,beverley@willandgrace.nyc,231.48000000000002,451.0
New Jersey,54.0,Lucas S.,lucas@hawkins.ind,231.44,452.0
New Jersey,80.0,David Estes,estes@cia.gov,227.67000000000002,453.0
New Jersey,171.0,Clark County,clark@paperboi.atl,218.45,454.0
New Jersey,290.0,Worf,worf@enterprise.starfleet,216.92,455.0
New Jersey,45.0,Angela M.,angela@dundermifflin.com,216.11,456.0
New Jersey,482.0,Don Draper,don@sterlingcooper.com,214.85,457.0
New Jersey,227.0,Debra Morgan,debra@miamimetro.gov,213.37,458.0
New Jersey,494.0,Ethel Mertz,ethel@ricardoproductions.tv,212.32999999999998,459.0
New Jersey,77.0,Nicholas Brody,brody@cia.gov,211.53,460.0
New Jersey,485.0,Joan Holloway,joan@sterlingcooper.com,211.49,461.0
New Jersey,519.0,Buford,buford@danvillekids.com,207.02,462.0
New Jersey,90.0,Rosario Salazar,rosario@willandgrace.nyc,204.69,463.0
New Jersey,475.0,Paulie Gualtieri,paulie@northjersey.net,202.85,464.0
New Jersey,302.0,Buffy Summers,buffy@sunnydale.high,202.81,465.0
New Jersey,259.0,Todd Chavez,todd@hollywoo.net,202.47,466.0
New Jersey,89.0,Karen Walker,karen@willandgrace.nyc,201.37,467.0
New Jersey,363.0,Morticia Addams,morticia@nevermore.academy,198.09,468.0
New Jersey,234.0,Harry Morgan,harry@miamimetro.gov,196.53,469.0
New Jersey,310.0,Tara M.,tara@sunnydale.high,195.71,470.0
New Jersey,305.0,Rupert Giles,giles@sunnydale.high,193.72,471.0
New Jersey,505.0,Mr. Krabs,krabs@bikinibottom.net,191.74,472.0
New Jersey,253.0,Vicky,vicky@thegoodplace.afterlife,189.97,473.0
New Jersey,467.0,Avon Barksdale,avon@westbaltimore.net,187.25,474.0
New Jersey,287.0,William Riker,riker@enterprise.starfleet,186.11,475.0
New Jersey,184.0,Stan Winters,stan@wzhup.det,185.72,476.0
New Jersey,289.0,Geordi La Forge,geordi@enterprise.starfleet,180.76999999999998,477.0
New Jersey,220.0,Izzie Stevens,izzie@seattlegrace.med,179.66,478.0
New Jersey,301.0,Miles O'Brien,obrien@ds9.starfleet,179.54,479.0
New Jersey,344.0,Nate Jacobs,nate@easthighland.high,178.35,480.0
New Jersey,64.0,Rosa D.,rosa@nypd99.com,177.64,481.0
New Jersey,42.0,Jim H.,jim@dundermifflin.com,177.28,482.0
New Jersey,441.0,Uncle Leo,hello@vandelayindustries.com,168.68,483.0
New Jersey,274.0,George Bluth Sr.,george@bluthcompany.biz,165.88,484.0
New Jersey,30.0,Brienne,brienne@westeros.kingdom,161.23000000000002,485.0
New Jersey,66.0,Jeff Winger,jeff@greendale.edu,160.04,486.0
New Jersey,428.0,Woody Boyd,woody@cheers.bar,158.68,487.0
New Jersey,408.0,Greg Hirsch,cousingreg@waystarroyco.com,157.75,488.0
New Jersey,9.0,Mike H.,mike@centralperk.coffee,154.21,489.0
New Jersey,169.0,Vanessa K.,van@paperboi.atl,154.12,490.0
New Jersey,387.0,Pete Hornberger,pete@tgs.nbc,153.45,491.0
New Jersey,57.0,Ron Swanson,ron@pawnee.gov,142.45,492.0
New Jersey,191.0,Quinn Perkins,quinn@oliviapopeandassociates.com,141.89,493.0
New Jersey,256.0,BoJack Horseman,bojack@hollywoo.net,136.03,494.0
New Jersey,6.0,P. Buffay,smellycat@centralperk.coffee,135.88,495.0
New Jersey,138.0,Jack Abbott,jack@genoa.city,134.77,496.0
New Jersey,192.0,Cyrus Beene,cyrus@oliviapopeandassociates.com,127.47,497.0
New Jersey,21.0,Jon Snow,knowsnothing@westeros.kingdom,126.2,498.0
New Jersey,316.0,Kaylee Frye,kaylee@serenity.ship,124.48,499.0
New Jersey,204.0,Waldorf,waldorf@muppetstudios.com,123.22999999999999,500.0
New Jersey,473.0,Carmela Soprano,carmela@northjersey.net,114.41999999999999,501.0
New Jersey,103.0,Mack M.,mack@lawndale.high,114.15,502.0
New Jersey,454.0,Saul Goodman,saul@lospolloshermanos.biz,110.61,503.0
New Jersey,516.0,Dr. Doofenshmirtz,doof@danvillekids.com,103.53,504.0
New Jersey,402.0,Logan Roy,logan@waystarroyco.com,94.41,505.0
New Jersey,480.0,Junior Soprano,junior@northjersey.net,92.84,506.0
New Jersey,78.0,Saul B.,saul@cia.gov,89.92,507.0
New Jersey,384.0,Tracy Jordan,tracy@tgs.nbc,87.22999999999999,508.0
New Jersey,202.0,Scooter,scooter@muppetstudios.com,78.24,509.0
New Jersey,364.0,Gomez Addams,gomez@nevermore.academy,74.93,510.0
New Jersey,81.0,Jessica B.,jessica@cia.gov,70.58,511.0
New Jersey,205.0,Swedish Chef,chef@muppetstudios.com,67.1,512.0
New Jersey,504.0,Squidward Tentacles,squidward@bikinibottom.net,60.620000000000005,513.0
New Jersey,109.0,Gene B.,gene@bobsburgers.rest,57.88,514.0
New Jersey,228.0,Rita B.,rita@miamimetro.gov,50.22,515.0
New Jersey,254.0,Mindy St. Claire,mindy@thegoodplace.afterlife,46.050000000000004,516.0
New Jersey,385.0,Jenna Maroney,jenna@tgs.nbc,41.43,517.0
New Jersey,73.0,Dean Pelton,dean@greendale.edu,39.93,518.0
New Jersey,186.0,Olivia Pope,olivia@oliviapopeandassociates.com,30.549999999999997,519.0
New Jersey,315.0,Jayne Cobb,jayne@serenity.ship,15.530000000000001,520.0
New Jersey,150.0,Joanie C.,joanie@arnoldsdrivein.diner,5.0,521.0
