RewardsID,name,email,State
364.0,Gomez Addams,gomez@nevermore.academy,Maine
140.0,Phyllis S.,phyllis@genoa.city,Maine
75.0,Magnitude,pop@greendale.edu,Maine
395.0,Sophia Petrillo,sophia@goldengirls.house,Maine
246.0,Eleanor Shellstrop,eleanor@thegoodplace.afterlife,Maine
434.0,Elaine Benes,elaine@vandelayindustries.com,Maine
317.0,Inara Serra,inara@serenity.ship,Maine
293.0,Wesley Crusher,wesley@enterprise.starfleet,Maine
32.0,Marge,marge@springfield.power,Maine
361.0,Lucy Moran,lucy@twinpeaks.wa,Maine
200.0,Animal,animal@muppetstudios.com,Maine
447.0,Stanford Blatch,stanford@manhattan.nyc,Maine
37.0,Mr. Burns,monty@springfield.power,Maine
459.0,Jimmy McGill,jimmy@lospolloshermanos.biz,Maine
223.0,Callie Torres,callie@seattlegrace.med,Maine
399.0,Harry Weston,harry@goldengirls.house,Maine
489.0,Bert Cooper,bert@sterlingcooper.com,Maine
144.0,Victoria N.,victoria@genoa.city,Maine
360.0,Leland Palmer,leland@twinpeaks.wa,Maine
356.0,Shelly Johnson,shelly@twinpeaks.wa,Maine
435.0,Kramer,kramer@vandelayindustries.com,Maine
465.0,Bunk Moreland,bunk@westbaltimore.net,Maine
457.0,Skyler White,skyler@lospolloshermanos.biz,Maine
511.0,Pearl Krabs,pearl@bikinibottom.net,Maine
18.0,Marie S.,marie@lospolloshermanos.biz,Maine
376.0,Toby Ziegler,toby@westwing.gov,Maine
179.0,Thomas M.,tommy@wzhup.det,Maine
332.0,Jack Shephard,jack@dharma.initiative,Maine
355.0,Donna Hayward,donna@twinpeaks.wa,Maine
186.0,Olivia Pope,olivia@oliviapopeandassociates.com,Maine
252.0,Shawn,shawn@thegoodplace.afterlife,Maine
496.0,Little Ricky,littlericky@ricardoproductions.tv,Maine
234.0,Harry Morgan,harry@miamimetro.gov,Maine
123.0,Lady Elaine,ladyelaine@neighborhood.org,Maine
20.0,Lydia R.,lydia@lospolloshermanos.biz,Maine
418.0,Ernie,ernie@sesamestreet.org,Maine
514.0,Candace Flynn,candace@danvillekids.com,Maine
374.0,Josh Lyman,josh@westwing.gov,Maine
139.0,Ashley A.,ashley@genoa.city,Maine
452.0,Walter White,heisenberg@lospolloshermanos.biz,Maine
